ID_Unidad,Placa,Serial,Marca,Modelo,Color,Tipo_Vehiculo,Tipo_Flota,Estatus_Final,Situacion_Actual,Gerencia,Responsable_Usuario,Cargo_Usuario,Ubicacion_Taller,Documento_Url,Ubicacion_Actual
16511,62LDAM,8ZCEC14T32V309701,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
16532,88UDAN,8ZCEC14T02V310143,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
16578,21VDAN,8ZCEC14T52V310364,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
16587,09VDAN,8ZCEC14T02V310282,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
16589,26VDAN,8ZCEC14T32V310623,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
16594,73XVAT,8ZCEC14TX5V307609,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
16595,60KVAT,8ZCEC14T95V307469,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
16661,21JABI,8ZCEC14T55V314712,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
16672,55IABI,8ZCEC14T05V313211,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
16707,01JABI,8ZCEC14T75V314369,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,SOLICITADO,ROBADA,DIVISIÓN LAGO,NO APLICA,,,,
16743,38KABI,8ZCEC14T85V318348,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
16793,39HCAD,8ZCEC14T27V314461,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
16809,71U ABN,8ZCEC14T47V329818,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
16820,96ZVAV,1GCEC14J47Z626937,CHEVROLET,SILVERADO,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
21075,7A05722,3FTRF17WX7MA05722,FORD,F-150,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
21084,72EJAH,3FTRF17W97MA05789,FORD,F-150,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
21103,12GKAR,3FTRF17W47MA17378,FORD,F-150,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
21115,02GKAR,3FTRF17W67MA17351,FORD,F-150,BLANCO,PICK-UP,Liviana,INOPERATIVA,PARADA POR FALLA,DIVISIÓN LAGO,ALEXIS ARENAS,,,,
21166,18VNAH,3FTRF17W97MA25265,FORD,F-150,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
21174,29TNAH,3FTRF17W07MA25347,FORD,F-150,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
21200,75SNAH,3FTRF17W17MA25471,FORD,F-150,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
21231,15XTAF,3FTRF17WX7MA29292,FORD,F-150,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
21265,96FKAR,3FTRF17W07MA25526,FORD,F-150,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
21734,55TVAT,JN1CNUD225A714269,NISSAN,DOBLE CABINA,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
21807,09UVAT,JN1CNUD225X451277,NISSAN,FRONTIER,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
21883,70UVAT,JN1CNUD225X451192,NISSAN,DOBLE CABINA,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
21920,82ZAA0,JN1CNUD226A714619,NISSAN,DOBLE CABINA,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
30010,76FLAH,9BD27806472525529,FIAT,STRADA AVENTURA,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
509166,IAJ 010,8XAJ122G039509166,DAIHATSU,TERIOS,ROJO,PICK-UP,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
1913,SIN PLACAS,1FTMF1CM7CKDO1913,FORD,F-150,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
21111,27GKAR,3FTRF17W17MA17399,FORD,F-150,BLANCO,PICK-UP,Liviana,DESINCORPORADO,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
16350,SIN PLACAS,8ZCEC14T61V315877,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
2849,41H KAV,8AFR12A383130098,FORD,RANGER,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
16165,27CAAW,8ZCEC14TX1V308253,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
16735,55JABI,8ZCEC14T75V314646,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
58FNAG,58FNAG,POR CERTIFICAR,CHEVROLET,MONTANA,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
470767,A75AS5C,1N6ADOEVOCC470767,NISSAN,FRONTIER,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
16491,39KDAM,8ZCEC14TX2V308142,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,INOPERATIVA,PARADA POR FALLA,DIVISIÓN SUR DEL LAGO TRUJILLO,DELVIN BUITRIAGO,,,,
788,A12AI7A,8ZCNCRE02BV335791,CHEVROLET,SILVERADO,BLANCO,PICK-UP,Liviana,INOPERATIVA,PARADA POR FALLA,DIVISIÓN SUR DEL LAGO TRUJILLO,EDISON URBINA,,,,
789,A12AI8A,8ZCNCRE06BV335728,CHEVROLET,SILVERADO,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,"DENUNCIADA ANTE EL MP, OFICIO FECHA:10-01-2018, N° GNB-CONAS-GAES-ZULIA-SECC-COL:0005",DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
3154,SIN PLACAS,3154,TOYOTA,TACOMA,BLANCO,PICK-UP,Liviana,INOPERATIVA,PARADA POR FALLA,DIVISIÓN SUR DEL LAGO TRUJILLO,JOSE ROSENDO,,,,
9305,SIN PLACAS,9305,NISSAN,FRONTIER,BLANCO,PICK-UP,Liviana,INOPERATIVA,PARADA POR FALLA,DIVISIÓN SUR DEL LAGO TRUJILLO,DANIEL CHACIN,,,,
16434,59KDAM,8ZCEC14TX2V309033,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,"DENUNCIADA ANTE EL MP, OFICIO FECHA:10-01-2018, N° GNB-CONAS-GAES-ZULIA-SECC-COL:0005",DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
16725,SIN PLACAS,8ZCEC14T65V314105,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,"DENUNCIADA ANTE EL MP, OFICIO FECHA:10-01-2018, N° GNB-CONAS-GAES-ZULIA-SECC-COL:0005",DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
16803,SIN PLACAS,8ZCEC14T97V315784,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
16839,A25AB1G,8ZCEC14JX8V320248,CHEVROLET,SILVERADO,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
29799,SIN PLACAS,POR CERTIFICAR,FORD,F-150,BLANCO,PICK-UP,Liviana,INOPERATIVA,PARADA POR FALLA,DIVISIÓN SUR DEL LAGO TRUJILLO,NELSON DUARTE,,,,
72523,SIN PLACAS,POR CERTIFICAR,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,INOPERATIVA,PARADA POR FALLA,DIVISIÓN SUR DEL LAGO TRUJILLO,JORGE VELASQUEZ,,,,
792,A32AI0A,8ZCNCRE08BV335973,CHEVROLET,SILVERADO,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,"OCC, DIVISIÓN COSTA OCCIDENTAL",TRANSPORTE TERRESTRE,,,,
16548,65LDAM,8ZCEC14T22V309706,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,"DENUNCIADA ANTE EL MP, OFICIO FECHA:10-01-2018, N° GNB-CONAS-GAES-ZULIA-SECC-COL:0005",DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
16574,15BDAN,POR CERTIFICAR,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,A DESINCORPORAR,"DENUNCIADA ANTE EL MP, OFICIO FECHA:10-01-2018, N° GNB-CONAS-GAES-ZULIA-SECC-COL:0005",DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
14856,33MDAM,8LBTFS25H20111705,CHEVROLET,LUV CREW CAB,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,GOIP,TRANSPORTE TERRESTRE,,,,
16514,00VDAN,8ZCEC14T72V310334,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,GOIP,TRANSPORTE TERRESTRE,,,,
16567,97JDAM,8ZCEC14T02V309817,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,GOIP,TRANSPORTE TERRESTRE,,,,
16631,60ZVAT,8ZCEC14T15V311922,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,GOIP,TRANSPORTE TERRESTRE,,,,
21185,97SNAH,3FTRF17W97MA25248,FORD,F-150,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,GOIP,TRANSPORTE TERRESTRE,,,,
770,A32AJ4V,8ZCNCRE09BV316185,CHEVROLET,SILVERADO,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,SERVICIOS ELECTRICOS,TRANSPORTE TERRESTRE,,,,
16224,27DAAW,8ZCEC14T41V308524,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,SEGURIDAD INTEGRAL (DSI),TRANSPORTE TERRESTRE,,,,
16509,82KDAM,8ZCEC14T72V309250,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,AMBIENTE,TRANSPORTE TERRESTRE,,,,
16767,45EGAX,8ZCEC14T15V318806,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,SEGURIDAD INTEGRAL (DSI),TRANSPORTE TERRESTRE,,,,
16788,68HCAD,8ZCEC14T47V315630,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,SEGURIDAD INTEGRAL (DSI),TRANSPORTE TERRESTRE,,,,
21000,59A-MBB,8YTRF172358A39917,FORD,F-150,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,SEGURIDAD INTEGRAL (DSI),TRANSPORTE TERRESTRE,,,,
21013,75AMBB,8YTRF172658A39930,FORD,F-150,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,SEGURIDAD INTEGRAL (DSI),TRANSPORTE TERRESTRE,,,,
21051,53AMBB,8YTRF172258A39911,FORD,F-150,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,SEGURIDAD INTEGRAL (DSI),TRANSPORTE TERRESTRE,,,,
21059,80NKAN,8YTRF172758A43324,FORD,F-150,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,SEGURIDAD INTEGRAL (DSI),TRANSPORTE TERRESTRE,,,,
21165,85SNAH,3FTRF17W37MA25262,FORD,F-150,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,SERVICIOS ELECTRICOS,TRANSPORTE TERRESTRE,,,,
16534,54L-DAM,8ZCEC14T82V309886,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,SERVICIOS LOGISTICOS,TRANSPORTE TERRESTRE,,,,
21916,84ZAAO,JN1CNUD226A714621,NISSAN,FRONTIER,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,GERENCIA REGIONAL DE VIVIENDA,TRANSPORTE TERRESTRE,,,,
49967,SIN PLACAS,1N6AD0EV2CC449967,FORD,F-150,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,SEGURIDAD INDUSTRIAL E HIGIENE OCUPACIONAL,TRANSPORTE TERRESTRE,,,,
16323,76DAAW,8ZCEC14T31V309843,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,"COL, DIVISIÓN COSTA ORIENTAL DEL LAGO",TRANSPORTE TERRESTRE,,,,
16181,66WMAO,8ZCEC14T41V308183,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,"COL, DIVISIÓN COSTA ORIENTAL DEL LAGO",TRANSPORTE TERRESTRE,,,,
16626,45ZVAT,8ZCEC14T85V311593,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,"COL, DIVISIÓN COSTA ORIENTAL DEL LAGO",TRANSPORTE TERRESTRE,,,,
21117,34FKAR,3FTRF17W97MA17358,FORD,F-150,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
16176,75CAAW,8ZCEC14T91V308356,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
21079,73HKAP,3FTRF17W57MA05739,FORD,F-150,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
785,A14AL2V,8ZCNCRE01BV326158,CHEVROLET,SILVERADO,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
800,A84AI5A,8ZCNCRE0XBV339412,CHEVROLET,SILVERADO,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
803,A81AI8A,8ZCNCRE04BV339387,CHEVROLET,SILVERADO,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
2365,A72AM3I,1FTMF1CM3CFC82365,NISSAN,FRONTIER,PLATA,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
6263,SIN PLACAS,1N6AD0ER3CC466263,NISSAN,FRONTIER,GRIS,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
6998,SIN PLACAS,1N6ADOER6CC466998,NISSAN,FRONTIER,GRIS,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
11694,SIN PLACAS,1FTMF1CM3DFA11694,FORD,F-150,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
16452,60KDAM,8ZCEC14T72V309071,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
16579,SIN PLACAS,8ZCEC14T62V310339,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
16686,85IABI,8ZCEC14T45V313292,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
16702,00JABI,8ZCEC14T25V314358,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
16726,67IABI,8ZCEC14T05V314309,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
16760,37EGAX,8ZCEC14T35V318709,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
16824,SIN PLACAS,8ZCEC14T97V310192,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
16829,SIN PLACAS,1GCEC14J77Z639116,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
16865,SIN PLACAS,8ZCEC14J78V335158,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
21124,19GKAR,3FTRF17W77MA17391,FORD,F-150,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
21127,18DNAH,3FTRF1W57MA19611,FORD,F-150,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
21128,14DNAH,3FTRF17W07MA19614,FORD,F-150,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
21222,62FKAR,3FTRF17W37MA25634,FORD,F-150,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
21225,55FKAR,3FTRF17W87MA25676,FORD,F-150,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
4606,72ZAAO,JN1CNUD226A714606,NISSAN,DOBLE CABINA,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
34702,SIN PLACAS,1FTMF1CM3DKD34702,FORD,F-150,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
72433,A75AS6C,1N6AD0EV3CC472433,NISSAN,FRONTIER,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
75780,SIN PLACAS,1N6AD0EV6CC475780,NISSAN,FRONTIER,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
77469,A74AM6I,1N6AD0EV5CC477469,NISSAN,FRONTIER,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
16805,06ICAD,8ZCEC14T07V315821,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,DENUNCIADA ANTE MP,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
841,SIN PLACAS,8L0TS73228E000841,PREGIO,PREGIO,S/I,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
16556,70LDAM,8ZCEC14T02V310045,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,GOIP,TRANSPORTE TERRESTRE,,,,
3372,SIN PLACAS,1N6AA0CH7CN323372,NISSAN,TITAN,GRIS,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,SERVICIOS LOGISTICOS,TRANSPORTE TERRESTRE,,,,
765,A32AJ7V,8ZCNCRE01BV316147,CHEVROLET,SILVERADO,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,TRANSPORTE TERRESTRE,TRANSPORTE TERRESTRE,,,,
21827,19UVAT,JN1CNUD225X451282,NISSAN,FRONTIER,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,COORDINACION OPERACIONAL,TRANSPORTE TERRESTRE,,,,
756,A32AJ1V,8ZCNCRE07BV316251,CHEVROLET,SILVERADO,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,TRANSPORTE TERRESTRE,TRANSPORTE TERRESTRE,,,,
21163,20TNAH,3FTRF17W97MA25444,FORD,F-150,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,SEGURIDAD INTEGRAL (DSI),TRANSPORTE TERRESTRE,,,,
21266,30VNAH,3FTRF17WX7MA25680,FORD,F-150,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,SERVICIOS LOGISTICOS,TRANSPORTE TERRESTRE,,,,
16360,21NAAW,8ZCEC14T21V315892,CHEVROLET,CHEYENNE,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,SERVICIOS ELECTRICOS,TRANSPORTE TERRESTRE,,,,
16814,23WVAY,1GCEC14J27Z628122,CHEVROLET,SILVERADO,BLANCO,PICK-UP,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,TRANSPORTE TERRESTRE,TRANSPORTE TERRESTRE,,,,
