ID_Unidad,Placa,Serial,Marca,Modelo,Color,Tipo_Vehiculo,Tipo_Flota,Estatus_Final,Situacion_Actual,Gerencia,Responsable_Usuario,Cargo_Usuario,Ubicacion_Taller,Documento_Url,Ubicacion_Actual
7851,AB577RR,3N1AB6AP2CL747851,NISSAN,SENTRA,GRIS,SEDAN,Liviana,INOPERATIVA,PARADA POR FALLA,DEPOCC,LUIS FUENMAYOR,,,,
18011,VBK85D,8XA53AEB122020844,TOYOTA,COROLLA,PLATA,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,SALUD,TRANSPORTE TERRESTRE,,,,
18012,VBK86D,8XA53AEB122020825,TOYOTA,COROLLA,PLATA,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,GOIP,TRANSPORTE TERRESTRE,,,,
18014,VBK88D,8XA53AEB122020822,TOYOTA,COROLLA,PLATA,SEDAN,Liviana,DESCONOCIDO,DESCONOCIDO,SALUD,POR CERTIFICAR,,,,
18023,VBK72D,8XA53AEB122020957,TOYOTA,COROLLA,PLATA,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,SEGURIDAD INTEGRAL (DSI),TRANSPORTE TERRESTRE,,,,
18037,AEC76G,8XA53AEB122021981,TOYOTA,COROLLA,PLATA,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,SALUD,RAFAEL MADRID,,,,
8873,SIN PLACAS,9GAJM52356B048873,CHEVROLET,OPTRA,GRIS,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,BARIVEN,TRANSPORTE TERRESTRE,,,,
18575,VBT21T,8Z1TG52822V336821,CHEVROLET,ASTRA,GRIS,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,GERENCIA REGIONAL DE VIVIENDA,TRANSPORTE TERRESTRE,,,,
18724,VBY24A,3N1CB51D45L554239,NISSAN,SENTRA GXE T/A,NEGRO,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,SEGURIDAD INDUSTRIAL E HIGIENE OCUPACIONAL,TRANSPORTE TERRESTRE,,,,
18728,VBY28A,3N1CB51D35L532233,NISSAN,SENTRA GXE T/A,BLANCO,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,SEGURIDAD INTEGRAL (DSI),TRANSPORTE TERRESTRE,,,,
18732,VBY32A,3N1CB51D65L532307,NISSAN,SENTRA GXE T/A,BLANCO,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,RECURSOS HUMANOS,TRANSPORTE TERRESTRE,,,,
18738,VBY38A,3N1CB51D15L558796,NISSAN,SENTRA GXE T/A,BLANCO,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,GOIP,TRANSPORTE TERRESTRE,,,,
18742,VBY42A,3N1CB51D45L545363,NISSAN,SENTRA GXE T/A,BLANCO,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,GERENCIA REGIONAL DE VIVIENDA,TRANSPORTE TERRESTRE,,,,
18754,VBY54A,3N1CB51DX5L567545,NISSAN,SENTRA GXE T/A,BLANCO,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,SALUD,TRANSPORTE TERRESTRE,,,,
18766,VCB99G,3N1CB51D15L528522,NISSAN,SENTRA GXE T/A,AZUL ZAFIRO,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,RECURSOS HUMANOS,TRANSPORTE TERRESTRE,,,,
18768,DBU77A,3N1EB31S66K301830,NISSAN,SENTRA CLASICO SINC.,MADERA OSCURO,SEDAN,Liviana,EN ESPERA POR REMOLQUE,POR CERTIFICAR FALLA,RECURSOS HUMANOS,OTTO QUERALES,,,,
18772,DBU81A,3N1EB31S66K301934,NISSAN,SENTRA CLASICO SINC.,PLATA,SEDAN,Liviana,A DESINCORPORAR,PARADA POR FALLA,AIT,DANILO CASTILLO,,,,
18773,DBU82A,3N1EB31S66K302193,NISSAN,SENTRA CLASICO SINC.,PLATA,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,SEGURIDAD INTEGRAL (DSI),TRANSPORTE TERRESTRE,,,,
18781,DBU90A,3N1EB31S66K302124,NISSAN,SENTRA CLASICO SINC.,AZUL OSCURO,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
18789,DBU98A,3N1EB31S86K302464,NISSAN,SENTRA CLASICO SINC.,AZUL OSCURO,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,SALUD,TRANSPORTE TERRESTRE,,,,
18802,DBU83B,3N1EB31S66K311423,NISSAN,SENTRA CLASICO SINC.,ROJO METALICO,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,COORDINACION OPERACIONAL,TRANSPORTE TERRESTRE,,,,
18838,VCN40B,KNMC4C2HM7P625029,NISSAN,ALMERA B-10,BLANCO PERLADO,SEDAN,Liviana,INOPERATIVA,PARADA POR FALLA,MPETROLEO,ALCIDES MARQUES,,,,
18840,VCN92B,KNMC4C2HM7P626453,NISSAN,ALMERA B-10,BEIGE METALICO,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,BARIVEN,JAVIER ALVARADO,,,,
18861,VCN97B,KNMC4C2HM7P625101,NISSAN,ALMERA B-10,BLANCO SOLIDO,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,GERENCIA REGIONAL DE VIVIENDA,TRANSPORTE TERRESTRE,,,,
18863,VCN99B,KNMC4C2HM7P624929,NISSAN,ALMERA B-10,BLANCO SOLIDO,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,GERENCIA REGIONAL DE VIVIENDA,TRANSPORTE TERRESTRE,,,,
18880,VCN33B,KNMC4C2HM7P624957,NISSAN,ALMERA B-10,AZUL INDIGO,SEDAN,Liviana,EN ESPERA POR REMOLQUE,"CHOQUE FUERTE, DESVALIJADO",DIRECCION EJECUTIVA DE EXPLORACION Y EEII DE YACIMIENTOS(DEXEIY),CAMILO ALOISI,,,,
18881,VCN42C,KNMC4C2HM7P625108,NISSAN,ALMERA B-10,AZUL INTENSO,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,TRANSPORTE TERRESTRE,TRANSPORTE TERRESTRE,,,,
18884,VCN35D,KNMC4C2HM7P624859,NISSAN,ALMERA B-10,VERDE,SEDAN,Liviana,OPERATIVA,OPERATIVA,AIT,DANILO CASTILLO,,,,
18901,VCN37C,KNMC4C2HM7P625360,NISSAN,ALMERA B-10,BEIGE INTENSO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,RECURSOS HUMANOS,TRANSPORTE TERRESTRE,,,,
18928,VCT59J,KNMC4C2HM7P631959,NISSAN,ALMERA B-10,NEGRO,SEDAN,Liviana,EN ESPERA POR REMOLQUE,PARADA POR FALLA,SEGURIDAD INTEGRAL (DSI),NOLBERTO GIL,,,,
20003,GCJ75T,8YPFDDFWK158A37718,FORD,FOCUS,BLANCO,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,TRANSPORTE TERRESTRE,TRANSPORTE TERRESTRE,,,,
20005,AEU-81W,8YPFDDFWK758A37724,FORD,FOCUS,GRIS,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,SEGURIDAD INTEGRAL (DSI),TRANSPORTE TERRESTRE,,,,
20007,AEU-83W,8YPFDDFWK058A37726,FORD,FOCUS,PLATA,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,SEGURIDAD INTEGRAL (DSI),TRANSPORTE TERRESTRE,,,,
20008,AEU-79W,8YPFDDFWK358A37722,FORD,FOCUS,BEIGE,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,SEGURIDAD INTEGRAL (DSI),TRANSPORTE TERRESTRE,,,,
20013,TAK19T,8YPFDDFWK958A35697,FORD,FOCUS,AZUL,SEDAN,Liviana,INOPERATIVA,RECUPERADA DE MUELLE ANA MARIA CAMPOS,SEGURIDAD INTEGRAL (DSI),DANIEL FERRER,,,,
20014,AEA-45F,8YPFDDFWK058A35717,FORD,FOCUS,PLATA,SEDAN,Liviana,A DESINCORPORAR,PARADA POR FALLA,SEGURIDAD INTEGRAL (DSI),TRANSPORTE TERRESTRE,,,,
9303,AD856SV,LVVDC21B4BD409303,CHERY,ORINOCO,PLATA,SEDAN,Liviana,INOPERATIVA,RECUPERADA DE TALLER AYACUCHO 24-4-24,TRANSPORTE TERRESTRE,TRANSPORTE TERRESTRE,,,,
18032,VBK80D,8XA53AEB122020874,TOYOTA,COROLLA,PLATA,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,PDVSA GAS,TRANSPORTE TERRESTRE,,,,
9787,AL091DA,3N1AB6AP1CL739787,NISSAN,SENTRA,GRIS,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,PETROWAYU,EEMM PETROWAYU,,,,
7404,AC611MV,8Z1JJ5CB9BV3377404,CHEVROLET,OPTRA,BLANCO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
873,AD790SV,8X7T1C124CD000968,CHERY,ORINOCO,ROJO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
1781,VCF75L,MALAC51HP6M741781,HYUNDAI,ATOS GLS 1.1L A,ROJO,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
18561,VBT04T,8Z1TG52852V336103,CHEVROLET,ASTRA,BEIGE,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
18564,VBT07T,8Z1TG52872V336099,CHEVROLET,ASTRA,BEIGE,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
18569,VBT15T,8Z1TG52892V336136,CHEVROLET,ASTRA,BEIGE,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
18751,VBY51A,3N1CB51DX5L545822,NISSAN,SENTRA GXE T/A,BLANCO,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
18769,DBU78A,3N1EB31S66K302251,NISSAN,SENTRA CLASICO SINC.,PLATA,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
18775,DBU84A,3N1EB31S46K302221,NISSAN,SENTRA CLASICO SINC.,PLATA,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
18801,DBU82B,3N1EB31S56K312207,NISSAN,SENTRA CLASICO SINC.,MADERA OSCURO,SEDAN,Liviana,DESINCORPORADO,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
18927,VCT32L,KNMC4C2HM7P629654,NISSAN,ALMERA B-10,AZUL INTENSO,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
135054,VBJ 82J,9BD158230Y4135054,FIAT,UNO,ROJO,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
706689,VAM 55K,8Y3HS26C3V1706689,CHRYSLER,NEON,VINO,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
18708,AA532LV,3N1CB51D95L527196,NISSAN,SENTRA GXE T/A,AZUL OSCURO,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
18921,VCT53L,KNMC4C2HM7P639824,NISSAN,ALMERA B-10,BLANCO,SEDAN,Liviana,OPERATIVA,OPERATIVA,TRANSPORTE TERRESTRE,LUILLANA ROZO,,,,
5814,AL942CA,1FADP3E20DL155814,FORD,FOCUS,GRIS,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
2370,AC242KB,1FADP3F28DL112370,FORD,FOCUS,GRIS,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,"OCC, DIVISIÓN COSTA OCCIDENTAL",TRANSPORTE TERRESTRE,,,,
18711,VBY11A,3N1CB51D55L553603,NISSAN,SENTRA,BLANCO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,SEGURIDAD INTEGRAL (DSI),TRANSPORTE TERRESTRE,,,,
18851,VCN33C,KNMC4C2HM7P624961,NISSAN,ALMERA B-10,BLANCO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,RECURSOS HUMANOS,TRANSPORTE TERRESTRE,,,,
18739,VBY39A,3N1CB51D25L546561,NISSAN,SENTRA GXE T/A,BLANCO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
18919,VCT60J,KNMC4C2HM7P632500,NISSAN,ALMERA B-10,BLANCO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
18931,VCT53M,KNMC4C2HM7P639929,NISSAN,ALMERA B-10,BEIG METALICO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN SUR DEL LAGO TRUJILLO,TRANSPORTE TERRESTRE,,,,
18839,VCN38D,KNMC4C2HM7P625416,NISSAN,ALMERA B-10,BEIGE INTENSO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,GOIP,TRANSPORTE TERRESTRE,,,,
18757,VCB90G,3N1CB51D35L558587,NISSAN,SENTRA GXE T/A,BLANCO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,GOIP,TRANSPORTE TERRESTRE,,,,
18798,DBU-79B,3N1EB31SX6K302241,NISSAN,SENTRA CLASICO SINC.,PLATA,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,GOIP,TRANSPORTE TERRESTRE,,,,
18908,VCN99A,KNMC4C2HM7P624978,NISSAN,ALMERA B-10,BLANCO SOLIDO,SEDAN,Liviana,A DESINCORPORAR,DENUNCIADA ANTE MP,PROYECTOS MAYORES,TRANSPORTE TERRESTRE,,,,
18820,IAK13M,3N1EB31S36K319561,NISSAN,SENTRA CLASICO SINC.,BLANCO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,AUDITORIA INTERNA,TRANSPORTE TERRESTRE,,,,
18876,VCN90B,KNMC4C2HM7P626419,NISSAN,ALMERA B-10,PLATA METALICO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,SALUD,TRANSPORTE TERRESTRE,,,,
18749,VBY49A,3N1CB51D95L568122,NISSAN,SENTRA GXE T/A,BLANCO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,SERVICIOS LOGISTICOS,TRANSPORTE TERRESTRE,,,,
18866,VCN91C,KNMC4C2HM7P626538,NISSAN,ALMERA B-10,BEIGE METALICO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,ASUNTOS PUBLICOS,TRANSPORTE TERRESTRE,,,,
18895,VCN92A,KNMC4C2HM7P626533,NISSAN,ALMERA B-10,BEIGE INTENSO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,GOIP,TRANSPORTE TERRESTRE,,,,
18788,DBU97A,3N1EB31S86K302352,NISSAN,SENTRA CLASICO SINC.,MADERA OSCURO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,PROYECTOS MAYORES,TRANSPORTE TERRESTRE,,,,
20001,KBE-58R,8YPFDDFWK358A37719,FORD,FOCUS,BLANCO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,SEGURIDAD INTEGRAL (DSI),TRANSPORTE TERRESTRE,,,,
18018,VBK75D,8XA53AEB122020905,TOYOTA,COROLLA,PLATA,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,TRANSPORTE TERRESTRE,TRANSPORTE TERRESTRE,,,,
18725,VBY25A,3N1CB51D65L544926,NISSAN,SENTRA GXE T/A,NEGRO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,MPETROLEO,TRANSPORTE TERRESTRE,,,,
18737,VBY37A,3N1CB51D15L547541,NISSAN,SENTRA GXE T/A,BLANCO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,SERVICIOS LOGISTICOS,TRANSPORTE TERRESTRE,,,,
18746,VBY46A,3N1CB51D75L563873,NISSAN,SENTRA GXE T/A,BLANCO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,SALUD,TRANSPORTE TERRESTRE,,,,
18753,VBY53A,3N1CB51D15L559009,NISSAN,SENTRA GXE T/A,BLANCO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,AUDITORIA INTERNA,TRANSPORTE TERRESTRE,,,,
18780,DBU89A,3N1EB31S66K301930,NISSAN,SENTRA CLASICO SINC.,PLATA,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,AMBIENTE,TRANSPORTE TERRESTRE,,,,
18783,DBU92A,3N1EB31S66K302172,NISSAN,SENTRA CLASICO SINC.,BLANCO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,ASUNTOS JURÍDICOS,TRANSPORTE TERRESTRE,,,,
18815,IAK08M,3N1EB31S86K317790,NISSAN,SENTRA CLASICO SINC.,BLANCO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,LA ESTANCIA,TRANSPORTE TERRESTRE,,,,
18836,VCN95A,KNMC4C2HM7P626517,NISSAN,ALMERA B-10,NEGRO METALICO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,GERENCIA GENERAL DEPOCC,TRANSPORTE TERRESTRE,,,,
18859,VCN39C,KNMC4C2HM7P624984,NISSAN,ALMERA B-10,BLANCO PERLADO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,LA ESTANCIA,TRANSPORTE TERRESTRE,,,,
18899,VCN48D,KNMC4C2HM7P626563,NISSAN,ALMERA B-10,AZUL ZAFIRO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,BARIVEN,TRANSPORTE TERRESTRE,,,,
18904,VCN97C,KNMC4C2HM7P625061,NISSAN,ALMERA B-10,BLANCO SOLIDO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,RECURSOS HUMANOS,TRANSPORTE TERRESTRE,,,,
18924,VCT31J,KNMC4C2HM7P629528,NISSAN,ALMERA B-10,AZUL INTENSO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,GERENCIA REGIONAL DE VIVIENDA,TRANSPORTE TERRESTRE,,,,
20015,AEU82W,8YPFDFWK258A37730,FORD,FOCUS,PLATA,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,SEGURIDAD INTEGRAL (DSI),TRANSPORTE TERRESTRE,,,,
18784,DBU93A,3N1EB31S66K302270,NISSAN,SENTRA CLASICO SINC.,PLATA,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,RECURSOS HUMANOS,TRANSPORTE TERRESTRE,,,,
18785,DBU94A,3N1EB31S66K302365,NISSAN,SENTRA CLASICO SINC.,MADERA OSCURO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,AMBIENTE,TRANSPORTE TERRESTRE,,,,
18764,VCB97G,3N1CB51D05L530925,NISSAN,SENTRA GXE T/A,BLANCO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,"COL, DIVISIÓN COSTA ORIENTAL DEL LAGO",TRANSPORTE TERRESTRE,,,,
3873,AC309WA,8Z1JD5CBBBV323873,CHEVROLET,OPTRA,AZUL,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
18875,VCN43B,KNMC4C2HM7P625347,NISSAN,ALMERA B-10,AZUL,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
18748,VBY48A,3N1CB51D85L566880,NISSAN,SENTRA GXE T/A,BLANCO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,"OCC, DIVISIÓN COSTA OCCIDENTAL",TRANSPORTE TERRESTRE,,,,
4246,AC171WA,8Z1JJ5CB7BV324246,CHEVROLET,OPTRA,BLANCO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,PPYG,TRANSPORTE TERRESTRE,,,,
3696,AC112WA,8Z1JD5CB1BV323696,CHEVROLET,OPTRA,AZUL,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,RECURSOS HUMANOS,TRANSPORTE TERRESTRE,,,,
9438,AC830VA,8Z1JJ5CBOBV323553,CHEVROLET,OPTRA,PLATA,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
18938,VCT54J,KNMC4C2HM7P639424,NISSAN,ALMERA B-10,PLATA METALICO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,GOIP,TRANSPORTE TERRESTRE,,,,
18829,VCN40D,KNMC4C2HM7P625549,NISSAN,ALMERA B-10,BLANCO PERLADO,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,SEGURIDAD INTEGRAL (DSI),TRANSPORTE TERRESTRE,,,,
18891,VCN88A,KNMC4C2HM7P626526,NISSAN,ALMERA B-10,PLATA METALICO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,COORDINACION OPERACIONAL,TRANSPORTE TERRESTRE,,,,
18710,VBY10A,3N1CB51D45L546514,NISSAN,SENTRA GXE T/A,AZUL OSCURO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
18939,VCT55L,KNMC4C2HM7P639875,NISSAN,ALMERA B-10,AZUL,SEDAN,Liviana,OPERATIVA,OPERATIVA,DIVISIÓN LAGO,BENITO CEPEDA,,,,
18747,VBY47A,3NICB15D85L547438,NISSAN,SENTRA,BLANCO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
18733,VBY33A,3N1CB51D75L533191,NISSAN,SENTRA GXE T/A,BLANCO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
18761,VCB94G,3N1CB51D55L516423,NISSAN,SENTRA GXE T/A,NEGRO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
18740,VBY40A,3N1CB51D25L547208,NISSAN,SENTRA GXE T/A,BLANCO,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
18940,VCT28M,KNMC4C2HM7P631975,NISSAN,ALMERA B-10,BEIGE,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
2086,AA182BT,LSGTC52U28Y012086,CHEVROLET,AVEO,AZUL,SEDAN,Liviana,EN PROCESO DE DESINCORPORACION,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
9160,AFM09G,8XA53AEB215009160,TOYOTA,COROLLA,MADERA OSCURO,SEDAN,Liviana,A DESINCORPORAR,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
18712,VBY12A,3N1CB51D65L545865,NISSAN,SENTRA GXE T/A,AZUL OSCURO,SEDAN,Liviana,DESINCORPORADO,FUERA DE SERVICIO,SALUD,TRANSPORTE TERRESTRE,,,,
18713,VBY13A,3N1CB51D55L529673,NISSAN,SENTRA GXE T/A,NEGRO,SEDAN,Liviana,DESINCORPORADO,FUERA DE SERVICIO,SALUD,TRANSPORTE TERRESTRE,,,,
18715,VBY15A,3N1CB51D65L530220,NISSAN,SENTRA GXE T/A,NEGRO,SEDAN,Liviana,DESINCORPORADO,FUERA DE SERVICIO,CONFIABILIDAD OPERACIONAL,TRANSPORTE TERRESTRE,,,,
18717,VBY17A,3N1CB51D85L527822,NISSAN,SENTRA GXE T/A,NEGRO,SEDAN,Liviana,DESINCORPORADO,FUERA DE SERVICIO,SALUD,TRANSPORTE TERRESTRE,,,,
18721,VBY21A,3N1CB51D15L547068,NISSAN,SENTRA GXE T/A,NEGRO,SEDAN,Liviana,DESINCORPORADO,FUERA DE SERVICIO,PROYECTOS MAYORES,TRANSPORTE TERRESTRE,,,,
18729,VBY29A,3N1CB51D45L533519,NISSAN,SENTRA GXE T/A,BLANCO,SEDAN,Liviana,DESINCORPORADO,FUERA DE SERVICIO,ASUNTOS PUBLICOS,TRANSPORTE TERRESTRE,,,,
18744,VBY44A,3N1CB51D45L567945,NISSAN,SENTRA GXE T/A,BLANCO,SEDAN,Liviana,DESINCORPORADO,FUERA DE SERVICIO,PPYG,TRANSPORTE TERRESTRE,,,,
18752,VBY52A,3N1CB51DX5L546002,NISSAN,SENTRA GXE T/A,BLANCO,SEDAN,Liviana,DESINCORPORADO,FUERA DE SERVICIO,FINANZAS,TRANSPORTE TERRESTRE,,,,
18756,VCB89G,3N1CB51D65L558227,NISSAN,SENTRA GXE T/A,BLANCO,SEDAN,Liviana,DESINCORPORADO,FUERA DE SERVICIO,RECURSOS HUMANOS,TRANSPORTE TERRESTRE,,,,
18760,VCB93G,3N1CB51DX5L533492,NISSAN,SENTRA GXE T/A,BLANCO,SEDAN,Liviana,DESINCORPORADO,FUERA DE SERVICIO,DIVISIÓN LAGO,TRANSPORTE TERRESTRE,,,,
18813,DBU94B,3N1EB31S96K313523,NISSAN,SENTRA CLASICO SINC.,MADERA OSCURO,SEDAN,Liviana,DESINCORPORADO,FUERA DE SERVICIO,SERVICIOS ELECTRICOS,TRANSPORTE TERRESTRE,,,,
18830,VCN36D,KNMC4C2HM7P624907,NISSAN,ALMERA B-10,BEIGE INTENSO,SEDAN,Liviana,DESINCORPORADO,FUERA DE SERVICIO,TRANSPORTE TERRESTRE,TRANSPORTE TERRESTRE,,,,
